condition,task,seed,success,collision,viability,payload_rmse,formation_rmse,energy,final_gap,architecture_score,role_accuracy,blanket_accuracy,exact_partition,agreements,causal_changes,synergy
collective_constitutive,assemble,2013,1,0,0.7683342345075574,0.24441413720475544,0.14748579772829726,14.431724999999991,0.0,0.8320908468673953,0.6127717391304348,0.7038043478260869,0.0,8,2,0.08908492368694931
collective_constitutive,assemble,2014,0,0,0.8326565973602206,0.1892151351806405,0.12802564652255258,9.183825000000004,7.4221973129541565,0.31504290633398946,0.5203804347826086,0.6521739130434783,0.0,4,1,0.21064073212698764
collective_constitutive,assemble,2015,0,0,0.8465471738219771,0.1827914765930771,0.12833310307506066,8.246700000000002,6.970340634185172,0.33780094703199465,0.6480978260869565,0.7472826086956522,0.0,3,0,0.2309080906153127
collective_constitutive,assemble,2016,1,0,0.874715475368153,0.15433842752406934,0.14147170103452772,5.810175000000004,0.0,0.7919236225239132,0.8152173913043478,0.8858695652173914,1.0,6,1,0.24404071934343807
collective_constitutive,assemble,2017,1,0,0.9078755703864405,0.13123532929857362,0.14116953290618767,4.123350000000001,0.0,0.8310510786233556,0.6725543478260869,0.8342391304347826,1.0,6,1,0.2121193318710216
collective_constitutive,assemble,2018,1,0,0.8293164738404415,0.21959183118028738,0.131144938696589,8.059275000000005,0.0,0.7808390246731094,0.6100543478260869,0.6711956521739131,1.0,10,2,0.1301963434083251
collective_constitutive,assemble,2019,1,0,0.8812491493404329,0.14429474825659078,0.13827468264661066,7.122150000000004,0.0,0.8771285698752374,0.5353260869565217,0.6630434782608695,1.0,6,1,0.12370513524323168
collective_constitutive,repair,2000,1,0,0.859241584160144,0.17169259743060195,0.12487213698192229,7.122150000000004,0.0,0.7965845756922767,0.7771739130434783,0.8233695652173914,0.0,5,1,0.27922709873574625
collective_constitutive,repair,2001,1,0,0.8318291197882602,0.1844633222900698,0.09733146346572547,9.933525,0.0,0.8066737769442966,0.6086956521739131,0.7038043478260869,0.0,7,1,0.20166566547569642
collective_constitutive,repair,2002,1,0,0.853773839566442,0.1819323131938283,0.13209648291440354,8.246700000000004,0.0,0.8427720574348929,0.6630434782608695,0.7391304347826086,1.0,7,1,0.18393557801102423
collective_constitutive,repair,2003,0,0,0.8351180559242211,0.17700220147716775,0.14330375135383958,10.308374999999998,7.244962779105445,0.3453383074150526,0.6168478260869565,0.7309782608695652,1.0,5,0,0.10579036008059584
collective_constitutive,repair,2004,1,0,0.8938833597788384,0.14508963268132563,0.11518900031434949,4.873050000000002,0.0,0.8072080026916116,0.5597826086956522,0.6766304347826086,1.0,9,1,0.2236611475014305
